hERG_KNeighborsClassifier,hERG_NNClassifier,hERG_RandomForestClassifier,hERG_SVC
0.0,0.0,0.0,0.0
0.024669137384784913,0.03397759103641454,0.07031298604002631,0.10187226566536908
0.049338274769569826,0.06802801120448175,0.09541777022223431,0.1090151228082262
0.07400741215435473,0.08567507002801117,0.12177026383676004,0.13106149748617985
0.09867654953913965,0.11422408963585431,0.16175850577385104,0.15553702196170432
0.12334568692392456,0.1280336134453781,0.24948173735897522,0.21682818089351658
0.14801482430870946,0.14946218487394955,0.25572059653901086,0.28263768898977604
0.1726839616934944,0.14946218487394955,0.26460389593614436,0.3008195071715942
0.1973530990782793,0.16248739495798317,0.2837890044028152,0.31485891603858934
0.22202223646306424,0.19472829131652658,0.30389729963131495,0.325385231828063
0.24669137384784912,0.23129971988795517,0.34774455821375144,0.3397392988137089
0.27136051123263405,0.2544425770308123,0.3957157840738404,0.3574084717460397
0.29602964861741893,0.2758711484593837,0.4129464304586369,0.36510077943834746
0.32069878600220386,0.2830140056022409,0.4259322859578615,0.37419168852925655
0.3453679233869888,0.28889635854341733,0.44090554798994697,0.41529432455022286
0.3700370607717737,0.32461064425770303,0.4417713488557478,0.4519295586446221
0.3947061981565586,0.3635182072829131,0.445883902968302,0.46621527293033643
0.41937533554134354,0.38830812324929964,0.44891420599860493,0.48388444586266727
0.4440444729261285,0.39630812324929965,0.4974902182216761,0.5158593674927613
0.46871361031091335,0.4310700280112044,0.5355565077150756,0.5158593674927613
0.49338274769569823,0.44283473389355743,0.5476943567941011,0.5158593674927613
0.5180518850804832,0.46919327731092436,0.557754962854707,0.5320931337265276
0.5390556926969972,0.5145266106442576,0.5612297103294546,0.5397854414188352
0.5563946500359545,0.5421456582633053,0.57647433044364,0.5397854414188352
0.5673807727946525,0.5421456582633053,0.6031831578481195,0.5397854414188352
0.5782431731219357,0.5480280112044817,0.6252484985370361,0.5604332146981875
0.589105573449219,0.555170868347339,0.6511044607566346,0.5675760718410446
0.5999679737765022,0.555170868347339,0.6634039259972766,0.5904600843802295
0.609497979534676,0.579484593837535,0.6860669833150651,0.5995509934711387
0.618007427750553,0.5861512605042016,0.7029414421895239,0.6119570085087326
0.62651687596643,0.6012941176470588,0.7091640965405206,0.6304238081667549
0.635026324182307,0.6214621848739496,0.7346959621793381,0.6370353784146887
0.6435357723981842,0.6419383753501401,0.7405783151205145,0.6370353784146887
0.6520452206140612,0.6478207282913165,0.7498474773308532,0.6475616942041624
0.6605546688299382,0.6544873949579831,0.7658474773308532,0.6599677092417565
0.6690641170458154,0.6763697478991596,0.7745431295047662,0.6599677092417565
0.6775735652616923,0.6910364145658263,0.7756340385956755,0.6676600169340642
0.6860830134775695,0.7053221288515406,0.7909290345914387,0.6748028740769213
0.6945924616934465,0.7053221288515406,0.8030926141207472,0.6930214975587028
0.7031019099093235,0.7053221288515406,0.8054099046733318,0.7001643547015599
0.7116113581252007,0.7178711484593837,0.8120943966519414,0.7092552637924688
0.7201208063410777,0.733014005602241,0.8263801109376556,0.7291072811036513
0.7286302545569546,0.7611092436974791,0.833522968080513,0.7381981901945605
0.7371397027728318,0.7611092436974791,0.833522968080513,0.751153655781605
0.7456491509887087,0.772873949579832,0.833522968080513,0.7588459634739126
0.7541585992045858,0.772873949579832,0.833522968080513,0.7803313746144962
0.762668047420463,0.7787563025210085,0.833522968080513,0.7803313746144962
0.77117749563634,0.7787563025210085,0.8394053210216894,0.7872279263386341
0.7796869438522169,0.7787563025210085,0.840283669726125,0.8015136406243484
0.7872961759378335,0.7867563025210085,0.8454952053724434,0.8229990517649319
0.7945849921126795,0.7947563025210084,0.8507067410187614,0.8513391327365918
0.8018738082875254,0.7947563025210084,0.8674334281802313,0.8582356844607298
0.8091626244623713,0.8018991596638655,0.8738875344604246,0.8659279921530375
0.8164269352280963,0.8018991596638655,0.8738875344604246,0.8711911500477745
0.8231888851068451,0.8018991596638655,0.8856522403427775,0.8764543079425113
0.8299508349855941,0.8250420168067226,0.8927950974856346,0.8764543079425113
0.836712784864343,0.8397086834733895,0.8927950974856346,0.8764543079425113
0.8434747347430918,0.8397086834733895,0.8948557035462408,0.8855452170334204
0.8487942297702947,0.8468515406162466,0.8983304510209882,0.8908083749281571
0.8534240214398103,0.8468515406162466,0.9065802214525768,0.9048477837951522
0.8573771487304217,0.8535182072829132,0.9098860065765436,0.9048477837951522
0.8610341449168212,0.8535182072829132,0.9125916342821714,0.9048477837951522
0.8646911411032205,0.8615182072829132,0.9156219373124743,0.9125400914874598
0.86834813728962,0.8727649605296666,0.9250288637194007,0.9125400914874598
0.8720051334760195,0.8838039215686274,0.9250288637194007,0.9125400914874598
0.875662129662419,0.8838039215686274,0.9250288637194007,0.9125400914874598
0.8793191258488182,0.8909467787114845,0.933724515893314,0.9125400914874598
0.8829761220352179,0.8909467787114845,0.9360418064458985,0.9125400914874598
0.8866331182216172,0.8909467787114845,0.9383590969984832,0.9125400914874598
0.8902901144080166,0.8980896358543419,0.9396068688344904,0.9125400914874598
0.8939471105944161,0.905232492997199,0.9413894000287863,0.9196829486303171
0.8976041067808156,0.913232492997199,0.9578610216154975,0.9196829486303171
0.9012611029672151,0.913232492997199,0.9600672268907562,0.9196829486303171
0.9049180991536143,0.9198991596638656,0.9630975299210593,0.9268258057731742
0.908575095340014,0.941327731092437,0.9659495798319326,0.9268258057731742
0.9122320915264133,0.941327731092437,0.9718319327731093,0.9268258057731742
0.9158890877128127,0.941327731092437,0.9718319327731093,0.9268258057731742
0.9195460838992122,0.941327731092437,0.9718319327731093,0.9339686629160313
0.9232030800856117,0.941327731092437,0.9778925388337154,0.9339686629160313
0.9268600762720111,0.941327731092437,0.9798319327731093,0.9339686629160313
0.9305170724584105,0.941327731092437,0.9798319327731093,0.9430595720069406
0.93417406864481,0.941327731092437,0.9798319327731093,0.9430595720069406
0.9378310648312095,0.941327731092437,0.9798319327731093,0.9430595720069406
0.941488061017609,0.941327731092437,0.9798319327731093,0.9430595720069406
0.9451450572040084,0.941327731092437,0.9857142857142858,0.9502024291497977
0.9488020533904079,0.941327731092437,0.9857142857142858,0.9578947368421054
0.9524590495768072,0.941327731092437,0.9857142857142858,0.9578947368421054
0.9561160457632066,0.941327731092437,0.9857142857142858,0.9578947368421054
0.9597730419496061,0.941327731092437,0.9857142857142858,0.9578947368421054
0.9634300381360056,0.941327731092437,0.9857142857142858,0.9578947368421054
0.9670870343224051,0.941327731092437,0.9857142857142858,0.9578947368421054
0.9707440305088044,0.949327731092437,0.9857142857142858,0.9578947368421054
0.9744010266952039,0.949327731092437,0.9857142857142858,0.9578947368421054
0.9780580228816034,0.949327731092437,0.9857142857142858,0.9578947368421054
0.9817150190680028,0.949327731092437,0.9857142857142858,0.9578947368421054
0.9853720152544021,0.9564705882352941,0.9857142857142858,0.9578947368421054
0.9890290114408018,0.9564705882352941,0.9857142857142858,0.9578947368421054
0.9926860076272013,0.9564705882352941,0.9857142857142858,0.9578947368421054
0.9963430038136005,0.9564705882352941,0.9857142857142858,0.9578947368421054
1.0,1.0,1.0,1.0
